"dr_no","date_rptd","date_occ","time_occ","area_id","area_name","rpt_dist_no","crm_cd","crm_cd_desc","mocodes","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","weapon_used_cd","weapon_desc","status","status_desc","crm_cd_1","crm_cd_2","crm_cd_3","crm_cd_4","location","cross_street","location_1","zipcode","neighborhood","tract","neighborhood_council","longitude","latitude","small_bundle_name"
"101601187","2010-08-21 00:00:00","2010-08-21 00:00:00","0230",NULL,"Foothill",1602,624,"BATTERY - SIMPLE ASSAULT","0416 0903",21,"M","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"DRONFIELD","PAXTON ST","0101000020E6100000C364AA60549A5DC0BF7D1D3867244140",91331,"pacoima","104203",7,"-118.4114","34.2844","assorted assault"
"100620487","2010-08-14 00:00:00","2010-08-13 00:00:00","1900",NULL,"Hollywood",644,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0432 0903 1822",48,"M","W",203,"OTHER BUSINESS",511,"VERBAL THREAT","AA ","Adult Arrest",930,NULL,NULL,NULL,"1400 N LA BREA AV",NULL,"0101000020E61000006EA301BC05965DC007F01648500C4140",90028,"hollywood","189902",29,"-118.3441","34.0962","threats"
"100413748","2010-08-10 00:00:00","2010-08-09 00:00:00","1700",NULL,"Hollenbeck",437,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0311 0319 0329 0906 0903 1217 1251 1300",19,"F","B",108,"PARKING LOT",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"LANCASTER AV","CRUSADO LN","0101000020E6100000F1F44A59868C5DC02C6519E258074140",90033,"boyle-heights","203100",NULL,"-118.1957","34.0574","vandalism"
"101715841","2010-08-08 00:00:00","2010-08-07 00:00:00","1900",NULL,"Devonshire",1747,210,"ROBBERY","0319 0344 0416 0443 0906 0903",18,"M","W",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",210,946,NULL,NULL,"CHATSWORTH ST","PETIT AV","0101000020E61000006B2BF697DD9F5DC08BFD65F7E4214140",91344,"granada-hills","111100",118,"-118.4979","34.2648","robbery"
"100916008","2010-08-03 00:00:00","2010-08-02 00:00:00","1500",NULL,"Van Nuys",985,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903 1300",72,"M","W",101,"STREET",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"4400 LENNOX AV",NULL,"0101000020E6100000DC68006F819C5DC0A54E401361134140",91423,"sherman-oaks","141201",26,"-118.4454","34.1514","vandalism"
"101517146","2010-08-04 00:00:00","2010-07-31 00:00:00","0900",NULL,"N Hollywood",1505,946,"OTHER MISCELLANEOUS CRIME","0903 1402",0,"M","O",407,"HARDWARE/BUILDING SUPPLY",NULL,NULL,"IC ","Invest Cont",946,998,NULL,NULL,"11600 SHERMAN WY",NULL,"0101000020E6100000F853E3A59B985DC044FAEDEBC0194140",91605,"sun-valley","122420",23,"-118.3845","34.2012","miscellaneous crimes"
"100619054","2010-07-25 00:00:00","2010-07-25 00:00:00","0335",NULL,"Hollywood",646,625,"OTHER ASSAULT","0319 0400 0903",22,"F","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","AA ","Adult Arrest",625,946,NULL,NULL,"SCHRADER AV","HOLLYWOOD BL","0101000020E6100000E17A14AE47955DC005A3923A010D4140",90028,"hollywood","190201",29,"-118.3325","34.1016","other assault"
"102017273","2010-07-25 00:00:00","2010-07-25 00:00:00","0730",NULL,"Olympic",2073,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0311 0329 0342 0903",55,"M","W",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"2900 W 15TH ST",NULL,"0101000020E61000008F53742497935DC0849ECDAACF054140",90006,"harvard-heights","221303",74,"-118.3061","34.0454","vandalism"
"100318295","2010-07-23 00:00:00","2010-07-23 00:00:00","1030",NULL,"Southwest",358,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0305 0411 0903 1402 1414",36,"M","H",101,"STREET",201,"KNIFE WITH BLADE OVER 6 INCHES IN LENGTH","IC ","Invest Cont",230,946,998,NULL,"S VERMONT AV","W JEFFERSON BL","0101000020E61000002DB29DEFA7925DC02506819543034140",90089,"exposition-park","221900",773,"-118.2915","34.0255","assault with a deadly weapon"
"100514491","2010-07-20 00:00:00","2010-07-20 00:00:00","1220",NULL,"Harbor",566,624,"BATTERY - SIMPLE ASSAULT","0416 0903 0603",47,"M","O",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"1100 S PALOS VERDES ST",NULL,"0101000020E61000000B46257502925DC0925CFE43FADD4040",90731,"san-pedro","297110",95,"-118.2814","33.7342","assorted assault"
"100618602","2010-07-19 00:00:00","2010-07-19 00:00:00","1455",NULL,"Hollywood",643,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0319 0334 0421 0903",55,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","AO ","Adult Other",930,NULL,NULL,NULL,"1600 N POINSETTIA",NULL,"0101000020E6100000D1915CFE43965DC00612143FC60C4140",90046,"hollywood","189904",29,"-118.3479","34.0998","threats"
"101416901","2010-07-18 00:00:00","2010-07-17 00:00:00","0600",NULL,"Pacific",1488,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0334 0903",49,"M","W",102,"SIDEWALK",102,"HAND GUN","IC ","Invest Cont",930,946,NULL,NULL,"5700 W CENTURY BL",NULL,"0101000020E6100000D50968226C985DC01B2FDD2406F94040",90045,"westchester","980028",71,"-118.3816","33.9455","threats"
"101516057","2010-07-14 00:00:00","2010-07-14 00:00:00","1830",NULL,"N Hollywood",1523,946,"OTHER MISCELLANEOUS CRIME","0329 0903 1414",32,"F","W",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",946,NULL,NULL,NULL,"6100 BEEMAN AV",NULL,"0101000020E61000004BEA0434119A5DC048BF7D1D38174140",91606,"valley-glen","123700",21,"-118.4073","34.1814","miscellaneous crimes"
"101917178","2010-07-15 00:00:00","2010-07-14 00:00:00","1630",NULL,"Mission",1989,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903 1300",57,"M","B",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"13200 MILLRACE ST",NULL,"0101000020E610000042CF66D5E79A5DC04D840D4FAF1C4140",91352,"sun-valley","122000",8,"-118.4204","34.2241","vandalism"
"100712504","2010-07-13 00:00:00","2010-07-13 00:00:00","1213",NULL,"Wilshire",738,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD","0903",29,"F","B",203,"OTHER BUSINESS",NULL,NULL,"IC ","Invest Cont",956,NULL,NULL,NULL,"4900 WILSHIRE BL",NULL,"0101000020E6100000A8C64B3789955DC0728A8EE4F2074140",90010,"hancock-park","211000",119,"-118.3365","34.0621","lewd conduct"
"100618232","2010-07-15 00:00:00","2010-07-11 00:00:00","0800",NULL,"Hollywood",656,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903 0906",47,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"6100 ROMAINE ST",NULL,"0101000020E6100000A2B437F8C2945DC0A54E4013610B4140",90038,"hollywood","191810",33,"-118.3244","34.0889","vandalism"
"101416481","2010-07-11 00:00:00","2010-07-11 00:00:00","1630",NULL,"Pacific",1415,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 0903",27,"M","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",230,NULL,NULL,NULL,"LINCOLN","CALIFORNIA","0101000020E6100000E10B93A9829D5DC09D11A5BDC1FF4040",90291,"venice","273100",68,"-118.4611","33.9981","assault with a deadly weapon"
"100900924","2010-07-10 00:00:00","2010-07-10 00:00:00","0230",NULL,"Van Nuys",952,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0311 0329 0903 1300",32,"F","B",108,"PARKING LOT",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"5400 N SEPULVEDA BL",NULL,"0101000020E61000004B598638D69D5DC021B0726891154140",91411,"sherman-oaks","128801",26,"-118.4662","34.1685","vandalism"
"101613595","2010-07-08 00:00:00","2010-07-07 00:00:00","2230",NULL,"Foothill",1613,940,"EXTORTION","0342 0432 0903 0603",0,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","IC ","Invest Cont",940,946,NULL,NULL,"12700 VAN NUYS BL",NULL,"0101000020E610000091ED7C3F359A5DC05E4BC8073D234140",91331,"pacoima","104203",7,"-118.4095","34.2753","threats"
"100914510","2010-07-07 00:00:00","2010-07-07 00:00:00","1245",NULL,"Van Nuys",948,624,"BATTERY - SIMPLE ASSAULT","0429 0444 0903 1230",56,"M","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA ","Adult Arrest",624,NULL,NULL,NULL,"13300 BURBANK BL",NULL,"0101000020E6100000D7A3703D0A9B5DC0832F4CA60A164140",91401,"valley-glen","123601",21,"-118.4225","34.1722","assorted assault"
"101613567","2010-07-07 00:00:00","2010-07-06 00:00:00","2330",NULL,"Foothill",1623,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0342 0443 0432 0903 0603",47,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","IC ","Invest Cont",930,946,NULL,NULL,"13000 CARL PL",NULL,"0101000020E6100000D8817346949A5DC052499D8026224140",91331,"pacoima","104701",7,"-118.4153","34.2668","threats"
"101916622","2010-07-01 00:00:00","2010-07-01 00:00:00","1130",NULL,"Mission",1982,946,"OTHER MISCELLANEOUS CRIME","0903 0921",20,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",946,NULL,NULL,NULL,"8800 BURNET AV",NULL,"0101000020E6100000280F0BB5A69D5DC0A167B3EA731D4140",91343,"north-hills","117520",112,"-118.4633","34.2301","miscellaneous crimes"
"102113606","2010-06-30 00:00:00","2010-06-30 00:00:00","1430",NULL,"Topanga",2113,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0903 1259",14,"M","A",501,"SINGLE FAMILY DWELLING",113,"SIMULATED GUN","IC ","Invest Cont",230,946,NULL,NULL,"7900 FAUST AV",NULL,"0101000020E6100000C1CAA145B6A75DC0DE9387855A1B4140",91304,"west-hills","134302",11,"-118.6205","34.2137","assault with a deadly weapon"
"102113605","2010-06-30 00:00:00","2010-06-30 00:00:00","1430",NULL,"Topanga",2113,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0903 1258",13,"M","B",501,"SINGLE FAMILY DWELLING",113,"SIMULATED GUN","IC ","Invest Cont",230,946,NULL,NULL,"7900 FAUST AV",NULL,"0101000020E6100000C1CAA145B6A75DC0DE9387855A1B4140",91304,"west-hills","134302",11,"-118.6205","34.2137","assault with a deadly weapon"
"102113604","2010-06-30 00:00:00","2010-06-30 00:00:00","1430",NULL,"Topanga",2113,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0903 1258",13,"M","B",501,"SINGLE FAMILY DWELLING",113,"SIMULATED GUN","IC ","Invest Cont",230,946,NULL,NULL,"7900 FAUST AV",NULL,"0101000020E6100000C1CAA145B6A75DC0DE9387855A1B4140",91304,"west-hills","134302",11,"-118.6205","34.2137","assault with a deadly weapon"
"102113478","2010-06-28 00:00:00","2010-06-27 00:00:00","1500",NULL,"Topanga",2146,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903",43,"M","B",721,"HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"6800 TOPANGA CANYON BL",NULL,"0101000020E61000005F29CB10C7A65DC07FFB3A70CE184140",91303,"canoga-park","135111",13,"-118.6059","34.1938","vandalism"
"100913919","2010-06-26 00:00:00","2010-06-26 00:00:00","0920",NULL,"Van Nuys",964,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0903 1501",32,"M","H",203,"OTHER BUSINESS",NULL,NULL,"IC ","Invest Cont",930,NULL,NULL,NULL,"4900 VAN NUYS BL",NULL,"0101000020E6100000C66D3480B79C5DC0BF7D1D3867144140",91403,"sherman-oaks","128910",26,"-118.4487","34.1594","threats"
"100913918","2010-06-26 00:00:00","2010-06-26 00:00:00","0920",NULL,"Van Nuys",964,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0903 1501",19,"M","H",203,"OTHER BUSINESS",NULL,NULL,"IC ","Invest Cont",930,NULL,NULL,NULL,"4900 VAN NUYS BL",NULL,"0101000020E6100000C66D3480B79C5DC0BF7D1D3867144140",91403,"sherman-oaks","128910",26,"-118.4487","34.1594","threats"
"100616660","2010-06-24 00:00:00","2010-06-24 00:00:00","0001",NULL,"Hollywood",636,624,"BATTERY - SIMPLE ASSAULT","0416 0903",22,"F","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"1700 N CAHUENGA BL",NULL,"0101000020E61000000C022B8716955DC005A3923A010D4140",90028,"hollywood","190700",32,"-118.3295","34.1016","assorted assault"
"101217480","2010-06-23 00:00:00","2010-06-23 00:00:00","1800",NULL,"77th Street",1251,624,"BATTERY - SIMPLE ASSAULT","0342 0359 0416 0903",23,"M","B",202,"LIQUOR STORE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"7400 CRENSHAW BL",NULL,"0101000020E6100000C58F31772D955DC0DC68006F81FC4040",90043,"hyde-park","235202",80,"-118.3309","33.9727","assorted assault"
"101514858","2010-06-24 00:00:00","2010-06-23 00:00:00","1900",NULL,"N Hollywood",1525,956,"LETTERS, LEWD - TELEPHONE CALLS, LEWD","0903",39,"M","W",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",956,NULL,NULL,NULL,"6300 BEN AV",NULL,"0101000020E6100000053411363C995DC0E4839ECDAA174140",91606,"north-hollywood","123901",24,"-118.3943","34.1849","lewd conduct"
"100213474","2010-06-21 00:00:00","2010-06-21 00:00:00","1615",NULL,"Rampart",217,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 0903 0906",28,"M","H",102,"SIDEWALK",212,"BOTTLE","IC ","Invest Cont",230,946,NULL,NULL,"BONNIE BRAE","PARK AV","0101000020E61000008D28ED0DBE905DC0B515FBCBEE094140",90026,"echo-park","195720",44,"-118.2616","34.0776","assault with a deadly weapon"
"102113095","2010-06-21 00:00:00","2010-06-21 00:00:00","0700",NULL,"Topanga",2189,946,"OTHER MISCELLANEOUS CRIME","0311 0903",0,"M","W",721,"HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",946,NULL,NULL,NULL,"5400 WINNETKA AV",NULL,"0101000020E6100000068195438BA45DC0F697DD9387154140",91364,"woodland-hills","137501",16,"-118.571","34.1682","miscellaneous crimes"
"100411638","2010-06-20 00:00:00","2010-06-20 00:00:00","2313",NULL,"Hollenbeck",457,624,"BATTERY - SIMPLE ASSAULT","0420 0903",23,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA ","Adult Arrest",624,NULL,NULL,NULL,"MALABAR ST","SOTO ST","0101000020E6100000FED478E9268D5DC0917EFB3A70064140",90033,"boyle-heights","203720",50,"-118.2055","34.0503","assorted assault"
"100112511","2010-06-17 00:00:00","2010-06-17 00:00:00","0810",NULL,"Central",156,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0906 0903 1222 1218 2004",22,"F","B",101,"STREET",113,"SIMULATED GUN","IC ","Invest Cont",930,NULL,NULL,NULL,"5TH","SAN JULIAN","0101000020E610000048E17A14AE8F5DC068B3EA73B5054140",90013,"downtown","206200",52,"-118.245","34.0446","threats"
"100112510","2010-06-17 00:00:00","2010-06-17 00:00:00","0810",NULL,"Central",156,946,"OTHER MISCELLANEOUS CRIME","0416 0421 0906 0903 1222 1218 1239 2004",20,"M","B",101,"STREET",113,"SIMULATED GUN","IC ","Invest Cont",946,NULL,NULL,NULL,"5TH","SAN JULIAN","0101000020E610000048E17A14AE8F5DC068B3EA73B5054140",90013,"downtown","206200",52,"-118.245","34.0446","miscellaneous crimes"
"101612296","2010-06-15 00:00:00","2010-06-14 00:00:00","2300",NULL,"Foothill",1605,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0311 0329 0903 1414",45,"M","H",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"12100 HOYT ST",NULL,"0101000020E610000061C3D32B65995DC0DCD7817346244140",91342,"lake-view-terrace","104103",9,"-118.3968","34.2834","vandalism"
"102112736","2010-06-14 00:00:00","2010-06-11 00:00:00","2300",NULL,"Topanga",2114,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0311 0329 0906 0903",0,"M","H",720,"JUNIOR HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"22200 ELKWOOD ST",NULL,"0101000020E61000009E5E29CB10A75DC05E4BC8073D1B4140",91304,"canoga-park","134304",13,"-118.6104","34.2128","vandalism"
"101612073","2010-06-11 00:00:00","2010-06-10 00:00:00","2300",NULL,"Foothill",1657,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0326 0903",42,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"7300 VALMONT ST",NULL,"0101000020E6100000B4C876BE9F925DC0F163CC5D4B204140",91042,"tujunga","101210",10,"-118.291","34.2523","vandalism"
"101514005","2010-06-09 00:00:00","2010-06-09 00:00:00","0001",NULL,"N Hollywood",1512,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0311 0329 0903 1203 1300",59,"F","O",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"12700 VANOWEN ST",NULL,"0101000020E6100000E0BE0E9C339A5DC046B6F3FDD4184140",91605,"valley-glen","123304",22,"-118.4094","34.194","vandalism"
"100710918","2010-06-09 00:00:00","2010-06-08 00:00:00","0700",NULL,"Wilshire",715,946,"OTHER MISCELLANEOUS CRIME","0329 0903 1414",0,"X","X",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",946,NULL,NULL,NULL,"300 N FORMOSA AV",NULL,"0101000020E610000003780B2428965DC044FAEDEBC0094140",90036,"fairfax","214000",58,"-118.3462","34.0762","miscellaneous crimes"
"100711010","2010-06-10 00:00:00","2010-06-04 00:00:00","1930",NULL,"Wilshire",702,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903",0,"X","X",203,"OTHER BUSINESS",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",745,NULL,NULL,NULL,"7600 MELROSE AV",NULL,"0101000020E61000003411363CBD965DC06D567DAEB60A4140",90046,"fairfax","192002",58,"-118.3553","34.0837","vandalism"
"101011621","2010-06-03 00:00:00","2010-06-02 00:00:00","1735",NULL,"West Valley",1078,946,"OTHER MISCELLANEOUS CRIME","0903 1402",36,"M","O",203,"OTHER BUSINESS",511,"VERBAL THREAT","AO ","Adult Other",946,956,NULL,NULL,"16600 VENTURA BL",NULL,"0101000020E6100000CFF753E3A59F5DC0EA04341136144140",91436,"encino","139701",18,"-118.4945","34.1579","miscellaneous crimes"
"101013772","2010-06-03 00:00:00","2010-06-02 00:00:00","1735",NULL,"West Valley",1078,946,"OTHER MISCELLANEOUS CRIME","0903 1402",0,"M","O",203,"OTHER BUSINESS",511,"VERBAL THREAT","AO ","Adult Other",946,956,NULL,NULL,"16600 VENTURA BL",NULL,"0101000020E6100000CFF753E3A59F5DC0EA04341136144140",91436,"encino","139701",18,"-118.4945","34.1579","miscellaneous crimes"
"101611553","2010-06-02 00:00:00","2010-06-01 00:00:00","1700",NULL,"Foothill",1673,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0311 0329 0903",50,"M","W",203,"OTHER BUSINESS",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"11600 PENDLETON ST",NULL,"0101000020E610000094F6065F98985DC068226C787A1D4140",91352,"sun-valley","121222",8,"-118.3843","34.2303","vandalism"
"101113286","2010-05-31 00:00:00","2010-05-30 00:00:00","0900",NULL,"Northeast",1169,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903",24,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"200 S AVENUE 50",NULL,"0101000020E6100000D42B6519E28C5DC093A98251490D4140",90042,"highland-park","183820",41,"-118.2013","34.1038","vandalism"
"101113441","2010-06-02 00:00:00","2010-05-30 00:00:00","0100",NULL,"Northeast",1139,624,"BATTERY - SIMPLE ASSAULT","0416 0903",39,"M","A",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"VIA MARISOL","AVENUE 57","0101000020E610000055C1A8A44E8C5DC05A643BDF4F0D4140",90042,"highland-park","183820",41,"-118.1923","34.104","assorted assault"
"100614869","2010-05-30 00:00:00","2010-05-29 00:00:00","0200",NULL,"Hollywood",656,624,"BATTERY - SIMPLE ASSAULT","0342 0359 0400 0416 0417 0421 0903 1309 1312 1313",32,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"SANTA MONICA BL","VINE ST","0101000020E6100000E9B7AF03E7945DC0083D9B559F0B4140",90038,"hollywood","190801",32,"-118.3266","34.0908","assorted assault"
"102014056","2010-06-01 00:00:00","2010-05-29 00:00:00","0330",NULL,"Olympic",2027,624,"BATTERY - SIMPLE ASSAULT","0319 0342 0344 0416 0903",29,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"3300 WILSHIRE BL",NULL,"0101000020E61000003B70CE88D2925DC04772F90FE9074140",90010,"koreatown","212101",55,"-118.2941","34.0618","assorted assault"
"101011101","2010-05-24 00:00:00","2010-05-23 00:00:00","2330",NULL,"West Valley",1015,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0430 0903 0906 1100 1402",32,"M","B",101,"STREET",102,"HAND GUN","AA ","Adult Arrest",230,946,NULL,NULL,"7400 CANBY AV",NULL,"0101000020E610000067D5E76A2BA25DC0431CEBE2361A4140",91335,"reseda","131800",15,"-118.5339","34.2048","assault with a deadly weapon"
"100710261","2010-05-23 00:00:00","2010-05-23 00:00:00","1325",NULL,"Wilshire",753,946,"OTHER MISCELLANEOUS CRIME","0903 1222",45,"M","H",501,"SINGLE FAMILY DWELLING",511,"VERBAL THREAT","IC ","Invest Cont",946,NULL,NULL,NULL,"1300 CURSON AV",NULL,"0101000020E6100000492EFF21FD965DC0910F7A36AB064140",90019,"mid-wilshire","216900",60,"-118.3592","34.0521","miscellaneous crimes"
"100710260","2010-05-23 00:00:00","2010-05-23 00:00:00","1325",NULL,"Wilshire",753,946,"OTHER MISCELLANEOUS CRIME","0903 1222",54,"M","W",501,"SINGLE FAMILY DWELLING",511,"VERBAL THREAT","AO ","Adult Other",946,NULL,NULL,NULL,"1300 CURSON AV",NULL,"0101000020E6100000492EFF21FD965DC0910F7A36AB064140",90019,"mid-wilshire","216900",60,"-118.3592","34.0521","miscellaneous crimes"
"101011102","2010-05-24 00:00:00","2010-05-23 00:00:00","2330",NULL,"West Valley",1015,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0903 1402",37,"M","B",101,"STREET",102,"HAND GUN","AA ","Adult Arrest",230,946,NULL,NULL,"7400 CANBY AV",NULL,"0101000020E610000067D5E76A2BA25DC0431CEBE2361A4140",91335,"reseda","131800",15,"-118.5339","34.2048","assault with a deadly weapon"
"100709965","2010-05-16 00:00:00","2010-05-15 00:00:00","1330",NULL,"Wilshire",753,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0903",54,"M","W",501,"SINGLE FAMILY DWELLING",511,"VERBAL THREAT","AO ","Adult Other",930,NULL,NULL,NULL,"1300 CURSON AV",NULL,"0101000020E6100000492EFF21FD965DC0910F7A36AB064140",90019,"mid-wilshire","216900",60,"-118.3592","34.0521","threats"
"100211391","2010-05-13 00:00:00","2010-05-13 00:00:00","1530",NULL,"Rampart",248,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0342 0416 0421 0432 0903 1822",19,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",930,946,NULL,NULL,"400 WITMER ST",NULL,"0101000020E6100000FE43FAEDEB905DC0F31FD26F5F074140",90017,"westlake","209103",97,"-118.2644","34.0576","threats"
"101711099","2010-05-09 00:00:00","2010-05-07 00:00:00","1400",NULL,"Devonshire",1743,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 0903 1402",19,"F","B",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",230,946,998,NULL,"18600 DEVONSHIRE ST",NULL,"0101000020E6100000F5DBD78173A25DC062A1D634EF204140",91324,"porter-ranch","111206",113,"-118.5383","34.2573","assault with a deadly weapon"
"100211303","2010-05-12 00:00:00","2010-05-07 00:00:00","1600",NULL,"Rampart",218,210,"ROBBERY","0302 0344 0906 0903 1259 1309",13,"M","B",101,"STREET",109,"SEMI-AUTOMATIC PISTOL","IC ","Invest Cont",210,946,NULL,NULL,"ECHO PARK","SUNSET BL","0101000020E6100000B1506B9A77905DC0992A1895D4094140",90026,"echo-park","197300",44,"-118.2573","34.0768","robbery"
"102100666","2010-05-06 00:00:00","2010-05-06 00:00:00","0530",NULL,"Topanga",2148,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0311 0329 0903",30,"M","W",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"6900 LARAMIE AV",NULL,"0101000020E61000009B559FABADA45DC07E8CB96B09194140",91306,"winnetka","134800",14,"-118.5731","34.1956","vandalism"
"102100665","2010-05-06 00:00:00","2010-05-06 00:00:00","0530",NULL,"Topanga",2148,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903 1202",60,"F","X",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"6900 LARAMIE AV",NULL,"0101000020E61000009B559FABADA45DC07E8CB96B09194140",91306,"winnetka","134800",14,"-118.5731","34.1956","vandalism"
